Sequence	Average_ProT	Average_HelT	Average_MGW	Average_Roll
seq1	-6.48368421052632	34.5355	4.93210526315789	-1.385
seq2	-7.26736842105263	34.3455	5.14315789473684	-0.326
seq3	-6.57842105263158	34.516	4.91894736842105	-1.239
seq4	-8.04894736842105	34.734	4.92157894736842	-1.3365
seq5	-8.17105263157895	34.7105	5.0478947368421	-0.388
seq6	-6.68684210526316	34.0615	5.22947368421053	0.0225
seq7	-6.79421052631579	34.374	5.03631578947368	-0.3595
seq8	-7.06894736842105	34.4475	5.00842105263158	-0.979
seq9	-6.86	34.3655	5.12947368421053	-0.146
seq10	-6.85578947368421	34.5125	4.64210526315789	-2.228
seq11	-6.29736842105263	34.3195	5.00684210526316	-0.9955
seq12	-5.61947368421053	33.8985	5.17052631578947	-0.5865
seq13	-6.83368421052632	34.3455	4.97263157894737	-0.751
seq14	-5.95421052631579	34.221	5.09105263157895	-0.648
seq15	-7.68263157894737	34.6045	4.94315789473684	-0.8495
seq16	-6.82789473684211	34.206	4.98842105263158	-0.519
seq17	-6.93684210526316	34.227	4.92263157894737	-0.909
seq18	-6.07315789473684	34.3585	5.10105263157895	-0.7635
seq19	-6.85947368421053	34.407	4.98894736842105	-0.9935
seq20	-7.61	34.5775	4.85473684210526	-1.593
seq21	-7.51736842105263	34.5855	4.98052631578947	-0.835
seq22	-4.99315789473684	34.168	5.16210526315789	-0.774
seq23	-5.43368421052632	34.0055	5.01842105263158	-0.9385
seq24	-5.44842105263158	34.2465	5.11473684210526	-0.741
seq25	-5.33	34.241	4.8878947368421	-1.6475
seq26	-7.11789473684211	34.321	5.21684210526316	-0.2015
seq27	-6.81473684210526	34.336	4.90736842105263	-1.3035
seq28	-7.67263157894737	34.203	5.15421052631579	-0.645
seq29	-4.61	34.114	5.08578947368421	-1.032
seq30	-6.23	34.207	4.99894736842105	-1.0585
seq31	-7.65842105263158	34.6435	4.95736842105263	-1.255
seq32	-6.13684210526316	34.2835	5.10052631578947	-0.8295
seq33	-6.05315789473684	34.303	5.05210526315789	-0.919
seq34	-6.95894736842105	34.504	4.83736842105263	-1.239
seq35	-5.93263157894737	34.386	4.93789473684211	-1.082
seq36	-7.24894736842105	34.731	4.68157894736842	-1.8735
seq37	-6.33263157894737	34.37	4.95631578947368	-0.948
seq38	-8.03947368421053	34.677	4.82157894736842	-1.1665
seq39	-5.00473684210526	33.949	5.19789473684211	-0.383
seq40	-7.44578947368421	34.416	5.13421052631579	-0.236
seq41	-6.23052631578947	34.0215	5.17315789473684	-0.4335
seq42	-7.53947368421053	34.3625	5.17578947368421	0.324
seq43	-5.11157894736842	33.9455	4.96210526315789	-1.083
seq44	-5.61684210526316	34.0825	4.99736842105263	-0.6895
seq45	-8.34473684210526	34.5985	5.08210526315789	-0.151
seq46	-7.72263157894737	34.1955	5.35473684210526	0.5735
seq47	-6.15263157894737	34.0925	5.20631578947368	-0.314
seq48	-6.80947368421053	34.3235	5.12	-0.459
seq49	-5.21684210526316	34.007	5.10473684210526	-0.8505
seq50	-6.68842105263158	34.3255	5.06473684210526	-0.312
seq51	-6.67421052631579	34.3755	4.93210526315789	-0.9685
seq52	-5.98894736842105	34.042	5.20526315789474	-0.309
seq53	-7.21210526315789	34.3435	5.07105263157895	-0.2495
seq54	-3.35736842105263	33.8155	5.08473684210526	-0.8235
seq55	-6.32736842105263	34.15	5.17210526315789	-0.241
seq56	-5.48684210526316	34.023	5.04473684210526	-0.678
seq57	-6.74789473684211	34.3415	5.15684210526316	-0.154
seq58	-6.01421052631579	34.106	5.05736842105263	-0.5905
seq59	-5.82105263157895	34.037	5.0578947368421	-0.847
seq60	-6.69052631578947	34.572	5.00105263157895	-0.829
seq61	-6.30842105263158	34.259	5.03631578947368	-0.6005
seq62	-5.33631578947368	34.1415	5.04578947368421	-0.8645
seq63	-6.95368421052632	34.511	4.68736842105263	-1.791
seq64	-8.13842105263158	34.664	4.98263157894737	-0.939
seq65	-5.18578947368421	33.9895	5.08315789473684	-0.8065
seq66	-6.48631578947368	34.1915	5.23736842105263	-0.442
seq67	-5.99105263157895	33.987	5.14578947368421	-0.502
seq68	-5.79421052631579	34.0695	5.24789473684211	-0.2375
seq69	-5.98473684210526	34.1275	4.95421052631579	-1.0385
seq70	-7.46894736842105	34.7275	4.78	-1.5305
seq71	-4.13947368421053	33.884	5.18157894736842	-0.099
seq72	-6.49894736842105	34.14	5.18526315789474	-0.184
seq73	-5.58526315789474	34.014	5.30578947368421	-0.013
seq74	-4.97894736842105	33.859	5.07736842105263	-1.13
seq75	-7.52052631578947	34.3975	5.18789473684211	-0.1805
seq76	-5.88736842105263	34.3325	5.10947368421053	-0.5585
seq77	-6.01368421052632	34.2845	5.16157894736842	-0.277
